num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-B; 5/2/2021; 6:50:12; 0; 600; 0; 0; 0; 0; 1011.06; 23.50; 23.39; 18.28
2; ABC; 5/2/2021; 7:2:58; 757; 600; 5375; 108157; 5852; 198; 1011.06; 23.50; 23.39; 18.28
3; ABC; 5/2/2021; 7:12:58; 1357; 600; 5170; 101120; 5836; 188; 1010.99; 25.13; 22.42; 18.82
4; ABC; 5/2/2021; 7:22:59; 1958; 600; 5158; 100189; 5880; 163; 1010.99; 25.13; 22.42; 18.82
5; ABC; 5/2/2021; 7:33:0; 2558; 600; 5486; 99397; 5725; 185; 1010.74; 24.87; 22.29; 20.92
6; ABC; 5/2/2021; 7:42:59; 3158; 600; 5375; 98480; 5929; 199; 1010.61; 24.58; 22.47; 22.02
7; ABC; 5/2/2021; 7:52:59; 3758; 600; 5435; 98790; 5892; 172; 1010.61; 24.58; 22.47; 22.02
8; ABC; 5/2/2021; 8:2:59; 4358; 600; 5475; 98690; 5784; 174; 1010.59; 24.36; 22.59; 22.18
9; ABC; 5/2/2021; 8:13:0; 4958; 600; 5438; 99277; 5830; 156; 1010.59; 24.36; 22.59; 22.18
10; ABC; 5/2/2021; 8:23:1; 5559; 600; 5487; 99894; 5873; 185; 1010.65; 24.21; 22.74; 21.69
11; ABC; 5/2/2021; 8:33:0; 6159; 600; 5488; 99324; 5795; 197; 1010.38; 24.18; 23.14; 23.94
12; ABC; 5/2/2021; 8:43:0; 6759; 600; 5600; 97429; 5934; 208; 1010.38; 24.18; 23.14; 23.94
13; ABC; 5/2/2021; 8:53:0; 7359; 600; 5384; 97539; 5715; 182; 1010.17; 24.26; 23.98; 25.71
14; ABC; 5/2/2021; 9:3:1; 7959; 600; 5440; 97101; 5741; 196; 1010.17; 24.26; 23.98; 25.71
15; ABC; 5/2/2021; 9:13:1; 8559; 600; 5357; 96601; 5708; 171; 1009.86; 24.32; 25.79; 28.25
16; ABC; 5/2/2021; 9:23:0; 9159; 600; 5573; 96072; 5851; 174; 1009.66; 24.40; 26.58; 29.92
17; ABC; 5/2/2021; 9:33:0; 9759; 600; 5529; 95878; 5889; 179; 1009.66; 24.40; 26.58; 29.92
18; ABC; 5/2/2021; 9:43:0; 10359; 600; 5553; 96225; 5972; 183; 1009.77; 24.29; 26.61; 29.03
19; ABC; 5/2/2021; 9:53:1; 10959; 600; 5458; 96362; 5895; 201; 1009.77; 24.29; 26.61; 29.03
20; ABC; 5/2/2021; 10:3:1; 11559; 600; 5477; 97580; 5956; 174; 1009.89; 24.13; 26.31; 28.05
21; ABC; 5/2/2021; 10:13:0; 12159; 600; 5545; 97870; 6028; 193; 1009.89; 24.00; 25.95; 27.97
22; ABC; 5/2/2021; 10:23:0; 12759; 600; 5585; 98398; 5956; 193; 1009.89; 24.00; 25.95; 27.97
23; ABC; 5/2/2021; 10:33:1; 13359; 600; 5669; 98905; 5783; 180; 1010.09; 23.94; 25.65; 26.32
24; ABC; 5/2/2021; 10:43:2; 13960; 600; 5536; 99173; 5925; 206; 1010.09; 23.94; 25.65; 26.32
25; ABC; 5/2/2021; 10:53:2; 14560; 600; 5628; 98891; 6013; 168; 1010.15; 23.93; 25.46; 25.85
26; ABC; 5/2/2021; 11:3:1; 15160; 600; 5574; 99064; 5986; 180; 1010.15; 23.93; 25.46; 25.85
27; ABC; 5/2/2021; 11:13:1; 15760; 600; 5822; 99171; 5995; 203; 1010.35; 23.92; 25.33; 24.17
28; ABC; 5/2/2021; 11:23:2; 16360; 600; 5591; 99884; 5963; 201; 1010.09; 23.90; 25.25; 26.36
29; ABC; 5/2/2021; 11:33:3; 16961; 600; 5612; 99175; 6005; 177; 1010.09; 23.90; 25.25; 26.36
30; ABC; 5/2/2021; 11:43:3; 17561; 600; 5572; 98815; 5841; 172; 1010.12; 23.88; 25.25; 26.11
31; ABC; 5/2/2021; 11:53:3; 18161; 600; 5572; 99421; 5905; 174; 1010.12; 23.88; 25.25; 26.11
32; ABC; 5/2/2021; 12:3:2; 18761; 600; 5582; 99995; 6038; 182; 1010.28; 23.86; 25.27; 24.78
33; ABC; 5/2/2021; 12:13:3; 19361; 600; 5678; 100380; 5950; 204; 1010.23; 23.87; 25.26; 25.19
34; ABC; 5/2/2021; 12:23:4; 19962; 600; 5675; 99595; 6087; 183; 1010.23; 23.87; 25.26; 25.19
35; ABC; 5/2/2021; 12:33:4; 20562; 600; 5496; 99394; 5906; 180; 1010.30; 23.86; 25.42; 24.56
36; ABC; 5/2/2021; 12:43:4; 21162; 600; 5585; 99497; 5867; 186; 1010.30; 23.86; 25.42; 24.56
37; ABC; 5/2/2021; 12:53:3; 21762; 600; 5686; 99172; 6052; 174; 1010.27; 23.91; 25.33; 24.88
38; ABC; 5/2/2021; 13:3:4; 22362; 600; 5467; 98708; 5777; 170; 1010.39; 23.91; 25.43; 23.81
39; ABC; 5/2/2021; 13:13:4; 22962; 600; 5737; 98633; 5902; 201; 1010.39; 23.91; 25.43; 23.81
40; ABC; 5/2/2021; 13:23:4; 23562; 600; 5580; 98861; 5997; 173; 1010.27; 23.89; 25.46; 24.86
41; ABC; 5/2/2021; 13:33:4; 24162; 600; 5582; 99302; 5923; 188; 1010.27; 23.89; 25.46; 24.86
42; ABC; 5/2/2021; 13:43:4; 24762; 600; 5601; 98765; 5970; 188; 1010.15; 23.87; 25.50; 25.88
43; ABC; 5/2/2021; 13:53:5; 25363; 600; 5713; 99230; 6035; 204; 1010.04; 23.84; 25.55; 26.72
44; ABC; 5/2/2021; 14:3:5; 25963; 600; 5539; 100173; 6028; 163; 1010.04; 23.84; 25.55; 26.72
45; ABC; 5/2/2021; 14:13:5; 26563; 600; 5723; 100025; 6024; 187; 1010.08; 23.85; 25.53; 26.43
46; ABC; 5/2/2021; 14:23:5; 27163; 600; 5667; 99452; 5996; 160; 1010.08; 23.85; 25.53; 26.43
47; ABC; 5/2/2021; 14:33:6; 27764; 600; 5757; 99477; 6022; 180; 1009.99; 23.81; 25.52; 27.14
48; ABC; 5/2/2021; 14:43:6; 28364; 600; 5654; 99914; 6106; 177; 1010.02; 23.82; 25.47; 26.95
49; ABC; 5/2/2021; 14:53:6; 28964; 600; 5659; 99955; 5995; 169; 1010.02; 23.82; 25.47; 26.95
50; ABC; 5/2/2021; 15:3:6; 29564; 600; 5656; 100123; 5964; 190; 1009.83; 23.79; 25.44; 28.52
51; ABC; 5/2/2021; 15:13:6; 30164; 600; 5536; 100267; 5971; 196; 1009.83; 23.79; 25.44; 28.52
52; ABC; 5/2/2021; 15:23:7; 30765; 600; 5641; 101132; 5951; 187; 1009.63; 23.80; 25.41; 30.21
53; ABC; 5/2/2021; 15:33:8; 31365; 600; 5795; 100886; 6112; 180; 1009.63; 23.80; 25.41; 30.21
54; ABC; 5/2/2021; 15:43:8; 31966; 600; 5518; 100162; 5962; 180; 1009.45; 23.78; 25.38; 31.65
55; ABC; 5/2/2021; 15:53:8; 32566; 600; 5758; 100501; 6061; 187; 1009.46; 23.75; 25.34; 31.63
56; ABC; 5/2/2021; 16:3:8; 33166; 600; 5657; 101082; 6020; 167; 1009.46; 23.75; 25.34; 31.63
57; ABC; 5/2/2021; 16:13:8; 33766; 600; 5772; 100663; 6037; 176; 1009.40; 23.73; 25.29; 32.10
58; ABC; 5/2/2021; 16:23:9; 34366; 600; 5814; 100806; 6198; 213; 1009.40; 23.73; 25.29; 32.10
59; ABC; 5/2/2021; 16:33:10; 34967; 600; 5769; 101643; 6040; 183; 1009.50; 23.72; 25.24; 31.27
60; ABC; 5/2/2021; 16:43:9; 35567; 600; 5799; 101675; 6159; 182; 1009.41; 23.70; 25.21; 32.00
61; ABC; 5/2/2021; 16:53:9; 36167; 600; 5664; 101493; 6053; 175; 1009.41; 23.70; 25.21; 32.00
62; ABC; 5/2/2021; 17:3:9; 36767; 600; 5732; 102566; 6112; 182; 1009.21; 23.67; 25.14; 33.71
63; ABC; 5/2/2021; 17:13:9; 37367; 600; 5679; 102721; 6069; 210; 1009.21; 23.67; 25.14; 33.71
64; ABC; 5/2/2021; 17:23:9; 37967; 600; 5744; 102538; 5966; 169; 1009.11; 23.63; 25.05; 34.56
65; ABC; 5/2/2021; 17:33:10; 38568; 600; 5786; 103592; 6193; 189; 1009.01; 23.59; 24.99; 35.39
66; ABC; 5/2/2021; 17:43:11; 39168; 600; 5699; 104188; 6014; 173; 1009.01; 23.59; 24.99; 35.39
67; ABC; 5/2/2021; 17:53:12; 39769; 600; 5684; 104515; 6162; 195; 1008.91; 23.57; 24.95; 36.19
68; ABC; 5/2/2021; 18:3:13; 40370; 600; 5766; 104490; 6237; 229; 1008.91; 23.57; 24.95; 36.19
69; ABC; 5/2/2021; 18:13:13; 40970; 600; 5782; 103855; 6075; 185; 1008.87; 23.56; 24.90; 36.53
70; ABC; 5/2/2021; 18:23:13; 41570; 600; 5813; 104266; 6151; 192; 1008.72; 23.55; 24.83; 37.76
71; ABC; 5/2/2021; 18:33:13; 42170; 600; 5800; 103848; 6062; 185; 1008.72; 23.55; 24.83; 37.76
72; ABC; 5/2/2021; 18:43:13; 42770; 600; 5752; 104142; 6287; 193; 1008.69; 23.53; 24.77; 38.03
73; ABC; 5/2/2021; 18:53:13; 43370; 600; 5739; 104852; 6159; 186; 1008.69; 23.53; 24.77; 38.03
74; ABC; 5/2/2021; 19:3:12; 43970; 600; 5684; 105375; 6105; 184; 1008.59; 23.50; 24.72; 38.89
75; ABC; 5/2/2021; 19:13:12; 44570; 600; 5804; 105323; 6179; 205; 1008.41; 23.48; 24.67; 40.34
76; ABC; 5/2/2021; 19:23:12; 45170; 600; 5664; 105219; 6094; 159; 1008.41; 23.48; 24.67; 40.34
77; ABC; 5/2/2021; 19:33:13; 45770; 600; 5941; 105177; 6022; 179; 1008.45; 23.46; 24.68; 40.01
78; ABC; 5/2/2021; 19:43:13; 46370; 600; 5760; 106260; 6023; 163; 1008.45; 23.46; 24.68; 40.01
79; ABC; 5/2/2021; 19:53:13; 46970; 600; 5951; 105338; 6173; 196; 1008.25; 23.44; 24.69; 41.75
80; ABC; 5/2/2021; 20:3:13; 47570; 600; 5673; 105486; 6041; 185; 1008.25; 23.44; 24.69; 41.75
81; ABC; 5/2/2021; 20:13:13; 48170; 600; 5872; 105947; 6127; 165; 1007.99; 23.42; 24.71; 43.86
82; ABC; 5/2/2021; 20:23:13; 48770; 600; 5925; 106054; 6167; 173; 1007.90; 23.40; 24.73; 44.66
83; ABC; 5/2/2021; 20:33:13; 49370; 600; 5877; 106274; 6140; 188; 1007.90; 23.40; 24.73; 44.66
84; ABC; 5/2/2021; 20:43:13; 49970; 600; 5820; 106953; 5991; 207; 1007.72; 23.38; 24.78; 46.16
85; ABC; 5/2/2021; 20:53:13; 50570; 600; 5800; 106602; 6206; 180; 1007.72; 23.38; 24.78; 46.16
86; ABC; 5/2/2021; 21:3:13; 51170; 600; 5898; 106910; 6319; 182; 1007.68; 23.37; 24.84; 46.48
87; ABC; 5/2/2021; 21:13:13; 51770; 600; 5751; 106733; 6204; 181; 1007.62; 23.35; 24.89; 47.01
88; ABC; 5/2/2021; 21:23:13; 52371; 600; 5833; 106863; 6217; 197; 1007.62; 23.35; 24.89; 47.01
89; ABC; 5/2/2021; 21:33:14; 52971; 600; 5828; 107208; 6175; 186; 1007.51; 23.33; 24.96; 47.93
90; ABC; 5/2/2021; 21:43:14; 53571; 600; 5990; 107394; 6265; 195; 1007.51; 23.33; 24.96; 47.93
91; ABC; 5/2/2021; 21:53:14; 54171; 600; 5866; 107976; 6309; 182; 1007.49; 23.31; 25.05; 48.03
92; ABC; 5/2/2021; 22:3:14; 54771; 600; 5876; 108012; 6121; 180; 1007.45; 23.28; 25.15; 48.41
93; ABC; 5/2/2021; 22:13:14; 55371; 600; 5833; 108717; 6149; 176; 1007.45; 23.28; 25.15; 48.41
94; ABC; 5/2/2021; 22:23:14; 55971; 600; 5857; 108973; 6235; 158; 1007.36; 23.26; 25.24; 49.17
95; ABC; 5/2/2021; 22:33:15; 56572; 600; 6086; 108276; 6267; 183; 1007.36; 23.26; 25.24; 49.17
96; ABC; 5/2/2021; 22:43:15; 57172; 600; 5864; 108398; 6329; 203; 1007.45; 23.23; 25.35; 48.42
97; ABC; 5/2/2021; 22:53:15; 57772; 600; 5999; 109143; 6291; 187; 1007.65; 23.20; 25.48; 46.74
98; ABC; 5/2/2021; 23:3:15; 58372; 600; 6020; 109315; 6357; 182; 1007.65; 23.20; 25.48; 46.74
99; ABC; 5/2/2021; 23:13:16; 58972; 600; 5926; 109474; 6385; 193; 1007.59; 23.17; 25.60; 47.24
100; ABC; 5/2/2021; 23:23:16; 59573; 600; 5856; 109674; 6248; 197; 1007.59; 23.17; 25.60; 47.24
101; ABC; 5/2/2021; 23:33:16; 60173; 600; 5996; 108948; 6355; 197; 1007.52; 23.17; 25.71; 47.85
102; ABC; 5/2/2021; 23:43:16; 60773; 600; 6000; 109509; 6321; 193; 1007.52; 23.17; 25.71; 47.85
103; ABC; 5/2/2021; 23:53:17; 61373; 600; 5864; 109522; 6299; 177; 1007.61; 23.16; 25.79; 47.10
104; ABC; 6/2/2021; 0:3:17; 61974; 600; 6075; 108805; 6283; 189; 1007.61; 23.15; 25.87; 47.03
105; ABC; 6/2/2021; 0:13:17; 62574; 600; 5892; 109713; 6207; 194; 1007.61; 23.15; 25.87; 47.03
106; ABC; 6/2/2021; 0:23:17; 63174; 600; 5944; 109546; 6359; 193; 1007.68; 23.14; 25.96; 46.52
107; ABC; 6/2/2021; 0:33:18; 63774; 600; 5952; 109614; 6126; 189; 1007.68; 23.14; 25.96; 46.52
108; ABC; 6/2/2021; 0:43:17; 64374; 600; 6045; 110229; 6301; 171; 1007.65; 23.11; 26.06; 46.74
109; ABC; 6/2/2021; 0:53:17; 64974; 600; 6068; 109763; 6353; 204; 1007.75; 23.11; 26.19; 45.86
110; ABC; 6/2/2021; 1:3:17; 65574; 600; 5941; 110333; 6241; 199; 1007.75; 23.11; 26.19; 45.86
111; ABC; 6/2/2021; 1:13:18; 66174; 600; 6064; 110203; 6251; 180; 1007.85; 23.12; 26.30; 45.08
112; ABC; 6/2/2021; 1:23:18; 66775; 600; 5949; 109466; 6135; 165; 1007.85; 23.12; 26.30; 45.08
113; ABC; 6/2/2021; 1:33:18; 67375; 600; 5847; 109698; 6309; 185; 1007.87; 23.12; 26.51; 44.87
114; ABC; 6/2/2021; 1:43:18; 67975; 600; 5921; 109301; 6240; 172; 1007.92; 23.16; 26.59; 44.49
115; ABC; 6/2/2021; 1:53:19; 68575; 600; 5838; 108992; 6325; 185; 1007.92; 23.16; 26.59; 44.49
116; ABC; 6/2/2021; 2:3:19; 69176; 600; 5829; 107302; 6152; 190; 1007.78; 23.22; 26.58; 45.64
117; ABC; 6/2/2021; 2:13:19; 69776; 600; 5853; 107480; 6244; 191; 1007.78; 23.22; 26.58; 45.64
118; ABC; 6/2/2021; 2:23:20; 70376; 600; 5804; 106290; 5987; 192; 1007.77; 23.28; 26.67; 45.73
119; ABC; 6/2/2021; 2:33:20; 70976; 600; 5906; 106175; 6093; 202; 1007.96; 23.33; 26.75; 44.11
120; ABC; 6/2/2021; 2:43:20; 71576; 600; 5916; 105126; 6118; 187; 1007.96; 23.33; 26.75; 44.11
121; ABC; 6/2/2021; 2:53:20; 72177; 600; 5777; 105614; 5955; 146; 1008.04; 23.38; 26.86; 43.48
122; ABC; 6/2/2021; 3:3:20; 72777; 600; 5911; 104611; 6110; 186; 1008.04; 23.38; 26.86; 43.48
123; ABC; 6/2/2021; 3:13:21; 73377; 600; 5855; 103665; 6044; 183; 1008.01; 23.41; 27.02; 43.73
124; ABC; 6/2/2021; 3:23:21; 73977; 600; 5978; 103662; 5964; 191; 1007.96; 23.44; 27.17; 44.10
125; ABC; 6/2/2021; 3:33:21; 74577; 600; 5676; 103356; 6008; 170; 1007.96; 23.44; 27.17; 44.10
126; ABC; 6/2/2021; 3:43:21; 75177; 600; 5912; 102624; 5926; 205; 1007.68; 23.48; 27.30; 46.44
127; ABC; 6/2/2021; 3:53:21; 75777; 600; 5852; 102371; 5959; 168; 1007.68; 23.48; 27.30; 46.44
128; ABC; 6/2/2021; 4:3:21; 76377; 600; 5770; 102445; 6004; 198; 1007.72; 23.52; 27.46; 46.18
129; ABC; 6/2/2021; 4:13:21; 76977; 600; 5730; 102114; 6001; 208; 1007.72; 23.52; 27.46; 46.18
130; ABC; 6/2/2021; 4:23:21; 77577; 600; 5615; 101917; 6063; 174; 1007.62; 23.51; 27.64; 46.94
131; ABC; 6/2/2021; 4:33:21; 78177; 600; 5761; 101973; 6067; 178; 1007.51; 23.51; 27.85; 47.88
132; ABC; 6/2/2021; 4:43:21; 78777; 600; 5865; 101880; 6083; 195; 1007.51; 23.51; 27.85; 47.88
133; ABC; 6/2/2021; 4:53:21; 79377; 600; 5761; 101449; 5952; 195; 1007.28; 23.54; 27.92; 49.81
134; ABC; 6/2/2021; 5:3:21; 79978; 600; 5664; 101317; 6022; 181; 1007.28; 23.54; 27.92; 49.81
135; ABC; 6/2/2021; 5:13:22; 80578; 600; 5705; 100353; 6162; 186; 1007.07; 23.57; 28.04; 51.56
136; ABC; 6/2/2021; 5:23:22; 81178; 600; 5690; 101018; 6016; 193; 1006.90; 23.62; 28.20; 53.03
137; ABC; 6/2/2021; 5:33:22; 81778; 600; 5650; 100524; 5946; 198; 1006.90; 23.62; 28.20; 53.03
138; ABC; 6/2/2021; 5:43:22; 82378; 600; 5695; 100493; 6047; 193; 1006.74; 23.65; 28.30; 54.36
139; ABC; 6/2/2021; 5:53:22; 82978; 600; 5707; 99792; 5864; 178; 1006.74; 23.65; 28.30; 54.36
140; ABC; 6/2/2021; 6:3:22; 83578; 600; 5657; 99612; 5839; 172; 1006.59; 23.68; 28.40; 55.59
141; ABC; 6/2/2021; 6:13:22; 84178; 600; 5774; 99873; 6118; 197; 1006.37; 23.70; 28.47; 57.48
142; ABC; 6/2/2021; 6:23:22; 84778; 600; 5715; 99583; 5948; 192; 1006.37; 23.70; 28.47; 57.48
143; ABC; 6/2/2021; 6:33:22; 85378; 600; 5624; 99675; 6117; 176; 1006.25; 23.71; 28.69; 58.45
144; ABC; 6/2/2021; 6:43:23; 85979; 600; 5657; 99628; 5833; 189; 1006.25; 23.71; 28.69; 58.45
145; ABC; 6/2/2021; 6:53:23; 86579; 600; 5625; 98712; 5999; 203; 1006.22; 23.74; 28.80; 58.67
146; ABC; 6/2/2021; 7:3:23; 87179; 600; 5669; 99124; 6027; 188; 1006.24; 23.75; 28.87; 58.50
147; ABC; 6/2/2021; 7:13:23; 87779; 600; 5652; 98287; 5979; 198; 1006.24; 23.75; 28.87; 58.50
148; ABC; 6/2/2021; 7:23:23; 88379; 600; 5605; 98593; 6044; 182; 1006.20; 23.77; 29.00; 58.89
149; ABC; 6/2/2021; 7:33:23; 88979; 600; 5698; 98329; 5945; 201; 1006.20; 23.77; 29.00; 58.89
150; ABC; 6/2/2021; 7:43:23; 89579; 600; 5581; 98653; 5987; 183; 1006.34; 23.76; 29.18; 57.68
151; ABC; 6/2/2021; 7:53:23; 90179; 600; 5708; 98604; 5979; 177; 1006.50; 23.78; 29.23; 56.32
152; ABC; 6/2/2021; 8:3:23; 90779; 600; 5540; 97888; 5936; 169; 1006.50; 23.78; 29.23; 56.32
153; ABC; 6/2/2021; 8:13:23; 91379; 600; 5549; 97982; 5918; 194; 1006.60; 23.78; 29.37; 55.44
154; ABC; 6/2/2021; 8:23:23; 91979; 600; 5762; 97798; 5941; 183; 1006.60; 23.78; 29.37; 55.44
155; ABC; 6/2/2021; 8:33:23; 92579; 600; 5557; 97715; 6018; 161; 1006.59; 23.77; 29.53; 55.62
156; ABC; 6/2/2021; 8:43:23; 93179; 600; 5584; 97813; 5978; 184; 1006.59; 23.77; 29.53; 55.62
157; ABC; 6/2/2021; 8:53:23; 93779; 600; 5668; 97671; 5862; 195; 1006.66; 23.77; 29.77; 55.02
158; ABC; 6/2/2021; 9:3:23; 94379; 600; 5634; 98129; 5871; 177; 1006.55; 23.75; 29.95; 55.92
159; ABC; 6/2/2021; 9:13:24; 94979; 600; 5650; 97528; 5977; 170; 1006.55; 23.75; 29.95; 55.92
160; ABC; 6/2/2021; 9:23:24; 95579; 600; 5603; 97642; 6012; 193; 1006.61; 23.74; 30.10; 55.42
161; ABC; 6/2/2021; 9:33:24; 96180; 600; 5667; 97561; 5973; 183; 1006.61; 23.74; 30.10; 55.42
162; ABC; 6/2/2021; 9:43:24; 96780; 600; 5574; 98748; 5980; 191; 1006.61; 23.69; 30.26; 55.42
163; ABC; 6/2/2021; 9:53:24; 97380; 600; 5632; 98349; 5938; 169; 1006.60; 23.66; 30.55; 55.48
164; ABC; 6/2/2021; 10:3:25; 97980; 600; 5563; 98858; 5915; 176; 1006.60; 23.66; 30.55; 55.48
165; ABC; 6/2/2021; 10:13:25; 98581; 600; 5609; 99259; 5973; 176; 1006.35; 23.63; 30.87; 57.60
166; ABC; 6/2/2021; 10:23:25; 99181; 600; 5619; 99035; 5998; 182; 1006.35; 23.63; 30.87; 57.60
167; ABC; 6/2/2021; 10:33:25; 99781; 600; 5790; 99757; 6000; 182; 1006.59; 23.62; 30.80; 55.60
168; ABC; 6/2/2021; 10:43:26; 100381; 600; 5701; 99244; 6077; 178; 1006.68; 23.61; 30.91; 54.82
169; ABC; 6/2/2021; 10:53:26; 100981; 600; 5597; 99038; 5903; 178; 1006.68; 23.61; 30.91; 54.82
170; ABC; 6/2/2021; 11:3:26; 101581; 600; 5660; 99020; 5933; 170; 1006.66; 23.60; 30.97; 55.03
171; ABC; 6/2/2021; 11:13:26; 102181; 600; 5770; 99838; 5990; 194; 1006.66; 23.60; 30.97; 55.03
172; ABC; 6/2/2021; 11:23:26; 102782; 600; 5702; 99576; 6088; 200; 1006.69; 23.59; 31.04; 54.72
173; ABC; 6/2/2021; 11:33:27; 103382; 600; 5690; 99614; 5932; 193; 1006.86; 23.57; 31.11; 53.37
174; ABC; 6/2/2021; 11:43:27; 103982; 600; 5765; 100645; 6027; 184; 1006.86; 23.57; 31.11; 53.37
175; ABC; 6/2/2021; 11:53:27; 104582; 600; 5735; 100262; 6063; 187; 1006.79; 23.54; 31.17; 53.94
176; ABC; 6/2/2021; 12:3:27; 105183; 600; 5594; 100243; 6039; 177; 1006.79; 23.54; 31.17; 53.94
177; ABC; 6/2/2021; 12:13:28; 105783; 600; 5755; 100349; 6246; 200; 1006.88; 23.52; 31.19; 53.17
178; ABC; 6/2/2021; 12:23:28; 106383; 600; 5820; 100997; 5975; 168; 1007.04; 23.49; 31.27; 51.79
179; ABC; 6/2/2021; 12:33:28; 106983; 600; 5918; 101993; 6148; 180; 1007.04; 23.49; 31.27; 51.79
180; ABC; 6/2/2021; 12:43:28; 107584; 600; 5956; 101824; 5974; 189; 1007.27; 23.46; 31.30; 49.88
181; ABC; 6/2/2021; 12:53:29; 108184; 600; 5757; 102582; 6135; 186; 1007.27; 23.46; 31.30; 49.88
182; ABC; 6/2/2021; 13:3:29; 108784; 600; 5766; 102868; 6159; 189; 1007.26; 23.43; 31.34; 49.96
183; ABC; 6/2/2021; 13:13:29; 109384; 600; 5739; 102883; 6148; 183; 1007.26; 23.43; 31.34; 49.96
184; ABC; 6/2/2021; 13:23:29; 109985; 600; 5638; 103877; 6102; 199; 1007.29; 23.40; 31.42; 49.72
185; ABC; 6/2/2021; 13:33:30; 110585; 600; 5749; 102755; 6086; 193; 1007.43; 23.37; 31.52; 48.55
186; ABC; 6/2/2021; 13:43:30; 111185; 600; 5661; 103738; 6159; 175; 1007.43; 23.37; 31.52; 48.55
187; ABC; 6/2/2021; 13:53:30; 111785; 600; 5777; 103681; 6176; 172; 1007.57; 23.34; 31.61; 47.37
188; ABC; 6/2/2021; 14:3:29; 112385; 600; 5791; 103961; 6187; 199; 1007.57; 23.34; 31.61; 47.37
189; ABC; 6/2/2021; 14:13:30; 112985; 600; 5841; 104272; 6175; 177; 1007.64; 23.31; 31.69; 46.85
190; ABC; 6/2/2021; 14:23:30; 113585; 600; 5819; 103980; 6278; 181; 1007.78; 23.28; 31.79; 45.64
191; ABC; 6/2/2021; 14:33:30; 114185; 600; 5797; 104452; 6088; 180; 1007.78; 23.28; 31.79; 45.64
192; ABC; 6/2/2021; 14:43:31; 114786; 600; 5693; 104226; 6110; 191; 1008.02; 23.26; 31.90; 43.67
193; ABC; 6/2/2021; 14:53:31; 115386; 600; 5727; 104180; 6211; 182; 1008.02; 23.26; 31.90; 43.67
194; ABC; 6/2/2021; 15:3:31; 115986; 600; 5860; 104025; 6223; 172; 1008.00; 23.25; 32.02; 43.81
195; ABC; 6/2/2021; 15:13:31; 116586; 600; 5964; 105053; 6278; 172; 1008.23; 23.22; 32.12; 41.86
196; ABC; 6/2/2021; 15:23:31; 117186; 600; 5845; 105939; 6144; 185; 1008.23; 23.22; 32.12; 41.86
197; ABC; 6/2/2021; 15:33:31; 117786; 600; 5869; 105517; 6146; 173; 1008.48; 23.18; 32.26; 39.83
198; ABC; 6/2/2021; 15:43:31; 118386; 600; 5814; 106258; 6260; 185; 1008.48; 23.18; 32.26; 39.83
199; ABC; 6/2/2021; 15:53:31; 118986; 600; 5816; 106569; 6257; 185; 1008.68; 23.19; 32.37; 38.12
200; ABC; 6/2/2021; 16:3:32; 119587; 600; 5920; 106864; 6224; 196; 1008.74; 23.20; 32.41; 37.58
201; ABC; 6/2/2021; 16:13:32; 120187; 600; 5741; 106862; 6156; 186; 1008.74; 23.20; 32.41; 37.58
202; ABC; 6/2/2021; 16:23:32; 120787; 600; 5937; 105736; 6223; 205; 1008.93; 23.21; 32.44; 36.01
203; ABC; 6/2/2021; 16:33:33; 121387; 600; 5791; 105673; 6246; 182; 1008.93; 23.21; 32.44; 36.01
204; ABC; 6/2/2021; 16:43:33; 121988; 600; 5816; 106149; 6369; 205; 1009.01; 23.20; 32.48; 35.36
205; ABC; 6/2/2021; 16:53:33; 122588; 600; 5800; 106276; 6287; 188; 1009.01; 23.20; 32.48; 35.36
206; ABC; 6/2/2021; 17:3:33; 123188; 600; 5877; 106315; 6201; 164; 1009.17; 23.19; 32.54; 34.02
207; ABC; 6/2/2021; 17:13:34; 123788; 600; 5888; 106470; 6083; 203; 1009.26; 23.18; 32.59; 33.27
208; ABC; 6/2/2021; 17:23:33; 124388; 600; 5827; 107291; 6130; 195; 1009.26; 23.18; 32.59; 33.27
209; ABC; 6/2/2021; 17:33:33; 124988; 600; 5815; 107176; 6126; 197; 1009.46; 23.16; 32.64; 31.57
210; ABC; 6/2/2021; 17:43:33; 125588; 600; 5894; 106825; 6308; 179; 1009.46; 23.16; 32.64; 31.57
211; ABC; 6/2/2021; 17:53:34; 126188; 600; 5926; 106509; 6243; 183; 1009.54; 23.15; 32.68; 30.94
212; ABC; 6/2/2021; 18:3:34; 126789; 600; 5762; 107665; 6232; 203; 1009.57; 23.13; 32.68; 30.67
213; ABC; 6/2/2021; 18:13:34; 127389; 600; 5876; 107160; 6378; 201; 1009.57; 23.13; 32.68; 30.67
214; ABC; 6/2/2021; 18:23:35; 127989; 600; 6103; 107605; 6220; 173; 1009.95; 23.12; 32.69; 27.47
215; ABC; 6/2/2021; 18:33:35; 128589; 600; 5901; 107832; 6278; 188; 1009.95; 23.12; 32.69; 27.47
216; ABC; 6/2/2021; 18:43:34; 129189; 600; 5861; 107919; 6113; 193; 1010.00; 23.09; 32.70; 27.07
217; ABC; 6/2/2021; 18:53:34; 129789; 600; 5903; 107851; 6248; 189; 1010.20; 23.08; 32.72; 25.44
