num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1014; ABC; 12/2/2021; 8:0:9; 608968; 600; 6424; 128026; 6578; 170; 1016.31; 21.59; 25.51; -25.43
1015; ABC; 12/2/2021; 8:10:10; 609568; 600; 6373; 129071; 6576; 151; 1016.23; 21.58; 25.42; -24.78
1016; ABC; 12/2/2021; 8:20:10; 610168; 600; 6297; 129397; 6709; 175; 1016.23; 21.58; 25.42; -24.78
1017; ABC; 12/2/2021; 8:30:9; 610768; 600; 6123; 128918; 6771; 155; 1016.22; 21.57; 25.32; -24.67
1018; ABC; 12/2/2021; 8:40:10; 611368; 600; 6305; 129245; 6658; 169; 1016.19; 21.55; 25.19; -24.43
1019; ABC; 12/2/2021; 8:50:10; 611968; 600; 6340; 129176; 6614; 145; 1016.19; 21.55; 25.19; -24.43
1020; ABC; 12/2/2021; 9:0:9; 612568; 600; 6391; 129196; 6630; 142; 1016.29; 21.54; 25.10; -25.26
1021; ABC; 12/2/2021; 9:10:10; 613168; 600; 6385; 129732; 6633; 168; 1016.29; 21.54; 25.10; -25.26
1022; ABC; 12/2/2021; 9:20:11; 613769; 600; 6431; 130537; 6782; 161; 1016.40; 21.52; 25.03; -26.19
1023; ABC; 12/2/2021; 9:30:11; 614369; 600; 6345; 130736; 6747; 163; 1016.37; 21.49; 24.93; -25.95
1024; ABC; 12/2/2021; 9:40:10; 614969; 600; 6439; 130889; 6770; 163; 1016.37; 21.49; 24.93; -25.95
1025; ABC; 12/2/2021; 9:50:11; 615569; 600; 6433; 131650; 6812; 173; 1016.48; 21.47; 24.88; -26.84
1026; ABC; 12/2/2021; 10:0:11; 616169; 600; 6334; 132009; 6672; 174; 1016.48; 21.47; 24.88; -26.84
1027; ABC; 12/2/2021; 10:10:11; 616769; 600; 6465; 131682; 6688; 166; 1016.61; 21.44; 24.84; -27.94
1028; ABC; 12/2/2021; 10:20:11; 617369; 600; 6456; 131513; 6700; 163; 1016.69; 21.42; 24.82; -28.63
1029; ABC; 12/2/2021; 10:30:12; 617970; 600; 6455; 132745; 6699; 165; 1016.69; 21.42; 24.82; -28.63
1030; ABC; 12/2/2021; 10:40:12; 618570; 600; 6405; 132397; 6727; 165; 1016.81; 21.40; 24.81; -29.63
1031; ABC; 12/2/2021; 10:50:12; 619170; 600; 6416; 132523; 6869; 173; 1016.81; 21.40; 24.81; -29.63
1032; ABC; 12/2/2021; 11:0:12; 619770; 600; 6505; 133208; 6780; 163; 1017.02; 21.37; 24.82; -31.37
1033; ABC; 12/2/2021; 11:10:13; 620371; 600; 6545; 133199; 6657; 161; 1017.02; 21.37; 24.82; -31.37
1034; ABC; 12/2/2021; 11:20:13; 620971; 600; 6381; 133901; 6765; 142; 1017.21; 21.37; 24.82; -32.91
1035; ABC; 12/2/2021; 11:30:13; 621571; 600; 6544; 134468; 6805; 161; 1017.27; 21.36; 24.86; -33.46
1036; ABC; 12/2/2021; 11:40:14; 622171; 600; 6510; 134861; 6831; 139; 1017.27; 21.36; 24.86; -33.46
1037; ABC; 12/2/2021; 11:50:14; 622772; 600; 6494; 134483; 6718; 172; 1017.34; 21.34; 24.97; -33.96
1038; ABC; 12/2/2021; 12:0:14; 623372; 600; 6556; 134147; 6767; 159; 1017.34; 21.34; 24.97; -33.96
1039; ABC; 12/2/2021; 12:10:14; 623972; 600; 6527; 134395; 6650; 155; 1017.46; 21.33; 25.11; -35.00
1040; ABC; 12/2/2021; 12:20:15; 624572; 600; 6556; 134208; 6742; 172; 1017.61; 21.33; 25.25; -36.20
1041; ABC; 12/2/2021; 12:30:15; 625173; 600; 6457; 134457; 6825; 152; 1017.61; 21.33; 25.25; -36.20
1042; ABC; 12/2/2021; 12:40:15; 625773; 600; 6573; 135447; 6738; 159; 1017.67; 21.32; 25.39; -36.77
1043; ABC; 12/2/2021; 12:50:15; 626373; 600; 6420; 135710; 6911; 150; 1017.67; 21.32; 25.39; -36.77
1044; ABC; 12/2/2021; 13:0:16; 626973; 600; 6520; 134678; 6770; 172; 1017.60; 21.31; 25.55; -36.15
1045; ABC; 12/2/2021; 13:10:15; 627573; 600; 6524; 133889; 6973; 169; 1017.52; 21.30; 25.70; -35.51
1046; ABC; 12/2/2021; 13:20:15; 628173; 600; 6521; 134444; 6988; 154; 1017.52; 21.30; 25.70; -35.51
1047; ABC; 12/2/2021; 13:30:16; 628774; 600; 6789; 136276; 7022; 154; 1017.56; 21.28; 25.85; -35.84
1048; ABC; 12/2/2021; 13:40:17; 629374; 600; 6470; 135581; 6984; 173; 1017.56; 21.28; 25.85; -35.84
1049; ABC; 12/2/2021; 13:50:16; 629974; 600; 6559; 135291; 6840; 161; 1017.66; 21.28; 25.98; -36.66
1050; ABC; 12/2/2021; 14:0:16; 630574; 600; 6509; 136582; 6794; 195; 1017.58; 21.29; 26.06; -36.01
1051; ABC; 12/2/2021; 14:10:17; 631175; 600; 6509; 135948; 6788; 173; 1017.58; 21.29; 26.06; -36.01
1052; ABC; 12/2/2021; 14:20:18; 631775; 600; 6473; 135685; 6737; 158; 1017.63; 21.30; 26.14; -36.41
1053; ABC; 12/2/2021; 14:30:17; 632375; 600; 6349; 135713; 6877; 162; 1017.63; 21.30; 26.14; -36.41
1054; ABC; 12/2/2021; 14:40:17; 632975; 600; 6603; 135180; 6912; 181; 1017.67; 21.30; 26.20; -36.77
1055; ABC; 12/2/2021; 14:50:18; 633576; 600; 6510; 135590; 6874; 159; 1017.67; 21.30; 26.20; -36.77
1056; ABC; 12/2/2021; 15:0:19; 634176; 600; 6403; 135776; 6840; 153; 1017.95; 21.29; 26.25; -39.08
1057; ABC; 12/2/2021; 15:10:19; 634776; 600; 6580; 135154; 6935; 185; 1017.82; 21.29; 26.24; -37.95
1058; ABC; 12/2/2021; 15:20:18; 635376; 600; 6505; 136056; 6743; 152; 1017.82; 21.29; 26.24; -37.95
1059; ABC; 12/2/2021; 15:30:19; 635977; 600; 6589; 135756; 6790; 159; 1017.90; 21.28; 26.24; -38.63
1060; ABC; 12/2/2021; 15:40:20; 636577; 600; 6534; 135855; 6803; 168; 1017.90; 21.28; 26.24; -38.63
1061; ABC; 12/2/2021; 15:50:20; 637177; 600; 6550; 135580; 6844; 149; 1017.91; 21.27; 26.25; -38.76
1062; ABC; 12/2/2021; 16:0:19; 637777; 600; 6623; 136541; 6749; 154; 1017.95; 21.26; 26.23; -39.07
1063; ABC; 12/2/2021; 16:10:20; 638378; 600; 6613; 136815; 6835; 134; 1017.95; 21.26; 26.23; -39.07
1064; ABC; 12/2/2021; 16:20:21; 638978; 600; 6422; 137084; 6837; 149; 1017.96; 21.24; 26.22; -39.16
1065; ABC; 12/2/2021; 16:30:21; 639578; 600; 6582; 136823; 6818; 194; 1017.96; 21.24; 26.22; -39.16
1066; ABC; 12/2/2021; 16:40:20; 640178; 600; 6482; 136552; 6922; 158; 1017.88; 21.23; 26.21; -38.47
1067; ABC; 12/2/2021; 16:50:21; 640779; 600; 6300; 136809; 6995; 155; 1017.84; 21.22; 26.21; -38.15
1068; ABC; 12/2/2021; 17:0:22; 641379; 600; 6658; 137096; 6848; 174; 1017.84; 21.22; 26.21; -38.15
1069; ABC; 12/2/2021; 17:10:22; 641979; 600; 6527; 137915; 6895; 150; 1017.96; 21.20; 26.21; -39.12
1070; ABC; 12/2/2021; 17:20:21; 642579; 600; 6389; 136232; 6886; 167; 1017.96; 21.20; 26.21; -39.12
1071; ABC; 12/2/2021; 17:30:22; 643180; 600; 6621; 138168; 6969; 155; 1017.94; 21.19; 26.20; -38.94
1072; ABC; 12/2/2021; 17:40:23; 643780; 600; 6420; 138859; 6970; 157; 1017.81; 21.17; 26.18; -37.88
1073; ABC; 12/2/2021; 17:50:23; 644380; 600; 6565; 137814; 6861; 150; 1017.81; 21.17; 26.18; -37.88
1074; ABC; 12/2/2021; 18:0:23; 644980; 600; 6509; 138200; 6776; 165; 1017.89; 21.16; 26.17; -38.58
1075; ABC; 12/2/2021; 18:10:23; 645581; 600; 6648; 138434; 7011; 155; 1017.89; 21.16; 26.17; -38.58
1076; ABC; 12/2/2021; 18:20:24; 646181; 600; 6698; 139134; 6806; 166; 1017.88; 21.15; 26.17; -38.51
1077; ABC; 12/2/2021; 18:30:24; 646781; 600; 6541; 138021; 6901; 143; 1018.13; 21.12; 26.17; -40.53
1078; ABC; 12/2/2021; 18:40:24; 647381; 600; 6590; 139230; 6978; 176; 1018.13; 21.12; 26.17; -40.53
1079; ABC; 12/2/2021; 18:50:24; 647982; 600; 6563; 139718; 7068; 149; 1018.17; 21.10; 26.19; -40.91
1080; ABC; 12/2/2021; 19:0:25; 648582; 600; 6770; 139502; 7150; 170; 1018.17; 21.10; 26.19; -40.91
1081; ABC; 12/2/2021; 19:10:25; 649182; 600; 6557; 140339; 6967; 165; 1018.42; 21.08; 26.18; -42.92
1082; ABC; 12/2/2021; 19:20:25; 649782; 600; 6476; 140128; 7026; 181; 1018.42; 21.08; 26.18; -42.92
1083; ABC; 12/2/2021; 19:30:26; 650383; 600; 6546; 140287; 7023; 173; 1018.34; 21.08; 26.17; -42.28
1084; ABC; 12/2/2021; 19:40:26; 650983; 600; 6613; 140694; 6913; 176; 1018.13; 21.07; 26.17; -40.55
1085; ABC; 12/2/2021; 19:50:26; 651583; 600; 6591; 140408; 6986; 185; 1018.13; 21.07; 26.17; -40.55
1086; ABC; 12/2/2021; 20:0:26; 652183; 600; 6467; 140028; 7043; 168; 1018.07; 21.07; 26.15; -40.03
1087; ABC; 12/2/2021; 20:10:27; 652784; 600; 6721; 140521; 6899; 166; 1018.07; 21.07; 26.15; -40.03
1088; ABC; 12/2/2021; 20:20:27; 653384; 600; 6539; 141988; 7058; 145; 1018.05; 21.06; 26.15; -39.90
1089; ABC; 12/2/2021; 20:30:27; 653984; 600; 6639; 140606; 7076; 165; 1017.94; 21.05; 26.15; -38.98
1090; ABC; 12/2/2021; 20:40:27; 654584; 600; 6554; 141069; 6796; 164; 1017.94; 21.05; 26.15; -38.98
1091; ABC; 12/2/2021; 20:50:28; 655185; 600; 6798; 142021; 7041; 163; 1017.80; 21.03; 26.14; -37.80
1092; ABC; 12/2/2021; 21:0:29; 655785; 600; 6670; 142530; 6877; 207; 1017.80; 21.03; 26.14; -37.80
1093; ABC; 12/2/2021; 21:10:28; 656385; 600; 6600; 141283; 7166; 181; 1018.02; 21.02; 26.15; -39.68
1094; ABC; 12/2/2021; 21:20:28; 656985; 600; 6662; 141659; 6945; 185; 1017.97; 21.00; 26.15; -39.21
1095; ABC; 12/2/2021; 21:30:28; 657585; 600; 6642; 141358; 7046; 138; 1017.97; 21.00; 26.15; -39.21
1096; ABC; 12/2/2021; 21:40:28; 658185; 600; 6760; 142183; 6993; 152; 1017.93; 20.98; 26.16; -38.87
1097; ABC; 12/2/2021; 21:50:29; 658785; 600; 6659; 143108; 6927; 164; 1017.93; 20.98; 26.16; -38.87
1098; ABC; 12/2/2021; 22:0:30; 659386; 600; 6675; 142995; 7119; 181; 1017.90; 20.96; 26.17; -38.68
1099; ABC; 12/2/2021; 22:10:29; 659986; 600; 6612; 143177; 7056; 173; 1018.00; 20.94; 26.18; -39.49
1100; ABC; 12/2/2021; 22:20:29; 660586; 600; 6581; 142719; 6868; 146; 1018.00; 20.94; 26.18; -39.49
1101; ABC; 12/2/2021; 22:30:30; 661186; 600; 6806; 143666; 7152; 193; 1018.23; 20.92; 26.19; -41.40
1102; ABC; 12/2/2021; 22:40:29; 661786; 600; 6660; 143005; 7132; 164; 1018.23; 20.92; 26.19; -41.40
1103; ABC; 12/2/2021; 22:50:29; 662386; 600; 6662; 144179; 6951; 168; 1018.47; 20.90; 26.21; -43.39
1104; ABC; 12/2/2021; 23:0:30; 662987; 600; 6812; 145100; 7078; 160; 1018.47; 20.90; 26.21; -43.39
1105; ABC; 12/2/2021; 23:10:31; 663587; 600; 6847; 145051; 7113; 175; 1018.89; 20.89; 26.21; -46.68
1106; ABC; 12/2/2021; 23:20:31; 664187; 600; 6637; 143927; 7177; 183; 1019.12; 20.88; 26.21; -48.74
1107; ABC; 12/2/2021; 23:30:30; 664787; 600; 6862; 144243; 7065; 184; 1019.12; 20.88; 26.21; -48.74
1108; ABC; 12/2/2021; 23:40:31; 665388; 600; 6683; 145380; 7101; 175; 1019.03; 20.85; 26.21; -48.02
1109; ABC; 12/2/2021; 23:50:32; 665988; 600; 6798; 145437; 7158; 152; 1019.03; 20.85; 26.21; -48.02
1110; ABC; 13/2/2021; 0:0:33; 666589; 600; 6801; 145974; 7167; 165; 1019.21; 20.83; 26.20; -49.53
1111; ABC; 13/2/2021; 0:10:32; 667189; 600; 6766; 145875; 7106; 201; 1019.26; 20.81; 26.19; -49.93
1112; ABC; 13/2/2021; 0:20:32; 667789; 600; 6796; 146384; 7048; 176; 1019.26; 20.81; 26.19; -49.93
1113; ABC; 13/2/2021; 0:30:32; 668389; 600; 6740; 146491; 7117; 176; 1019.33; 20.80; 26.18; -50.51
1114; ABC; 13/2/2021; 0:40:33; 668989; 600; 6815; 146718; 7067; 154; 1019.33; 20.80; 26.18; -50.51
1115; ABC; 13/2/2021; 0:50:34; 669590; 600; 6789; 146700; 7198; 165; 1019.33; 20.81; 26.14; -50.53
1116; ABC; 13/2/2021; 1:0:34; 670190; 600; 6778; 145547; 7054; 179; 1019.32; 20.84; 26.10; -50.40
1117; ABC; 13/2/2021; 1:10:33; 670790; 600; 6801; 145997; 7059; 157; 1019.32; 20.84; 26.10; -50.40
1118; ABC; 13/2/2021; 1:20:34; 671391; 600; 6692; 145520; 7156; 163; 1019.21; 20.87; 26.03; -49.48
1119; ABC; 13/2/2021; 1:30:35; 671991; 600; 6734; 144558; 6956; 162; 1019.21; 20.87; 26.03; -49.48
1120; ABC; 13/2/2021; 1:40:35; 672591; 600; 6648; 143288; 7111; 151; 1019.02; 20.90; 25.99; -47.95
1121; ABC; 13/2/2021; 1:50:34; 673191; 600; 6579; 143690; 7102; 188; 1018.88; 20.93; 25.96; -46.76
1122; ABC; 13/2/2021; 2:0:35; 673792; 600; 6754; 143165; 7077; 157; 1018.88; 20.93; 25.96; -46.76
1123; ABC; 13/2/2021; 2:10:36; 674392; 600; 6712; 142366; 7062; 147; 1018.85; 20.97; 25.91; -46.55
1124; ABC; 13/2/2021; 2:20:36; 674992; 600; 6579; 142128; 6851; 167; 1018.85; 20.97; 25.91; -46.55
1125; ABC; 13/2/2021; 2:30:36; 675592; 600; 6639; 142017; 6871; 155; 1018.91; 21.00; 25.88; -47.04
1126; ABC; 13/2/2021; 2:40:36; 676193; 600; 6781; 140609; 6902; 173; 1018.91; 21.00; 25.88; -47.04
1127; ABC; 13/2/2021; 2:50:37; 676793; 600; 6598; 140152; 6971; 161; 1018.85; 21.02; 25.84; -46.53
1128; ABC; 13/2/2021; 3:0:37; 677393; 600; 6738; 139597; 7014; 174; 1018.80; 21.04; 25.82; -46.09
1129; ABC; 13/2/2021; 3:10:37; 677993; 600; 6558; 139819; 6894; 178; 1018.80; 21.04; 25.82; -46.09
1130; ABC; 13/2/2021; 3:20:38; 678594; 600; 6707; 138844; 6882; 187; 1018.72; 21.08; 25.81; -45.46
1131; ABC; 13/2/2021; 3:30:38; 679194; 600; 6594; 138725; 6852; 162; 1018.72; 21.08; 25.81; -45.46
1132; ABC; 13/2/2021; 3:40:38; 679794; 600; 6450; 138615; 6896; 147; 1018.59; 21.10; 25.77; -44.37
1133; ABC; 13/2/2021; 3:50:38; 680394; 600; 6552; 138631; 6780; 174; 1018.41; 21.11; 25.75; -42.89
1134; ABC; 13/2/2021; 4:0:39; 680995; 600; 6633; 138565; 7013; 166; 1018.41; 21.11; 25.75; -42.89
1135; ABC; 13/2/2021; 4:10:39; 681595; 600; 6600; 137472; 6772; 153; 1018.07; 21.11; 25.73; -40.02
1136; ABC; 13/2/2021; 4:20:39; 682195; 600; 6522; 137224; 6853; 166; 1018.07; 21.11; 25.73; -40.02
1137; ABC; 13/2/2021; 4:30:39; 682795; 600; 6617; 137448; 6789; 166; 1017.81; 21.11; 25.69; -37.90
1138; ABC; 13/2/2021; 4:40:40; 683396; 600; 6699; 137497; 6828; 162; 1017.58; 21.11; 25.65; -36.02
1139; ABC; 13/2/2021; 4:50:40; 683996; 600; 6661; 138259; 6800; 169; 1017.58; 21.11; 25.65; -36.02
1140; ABC; 13/2/2021; 5:0:40; 684596; 600; 6555; 137925; 7009; 156; 1017.13; 21.11; 25.55; -32.24
1141; ABC; 13/2/2021; 5:10:40; 685196; 600; 6626; 137854; 6753; 169; 1017.13; 21.11; 25.55; -32.24
1142; ABC; 13/2/2021; 5:20:41; 685797; 600; 6574; 138039; 6752; 154; 1016.85; 21.11; 25.31; -29.92
1143; ABC; 13/2/2021; 5:30:42; 686397; 600; 6620; 137384; 6920; 152; 1016.38; 21.10; 25.07; -26.02
1144; ABC; 13/2/2021; 5:40:41; 686997; 600; 6657; 137435; 6924; 179; 1016.38; 21.10; 25.07; -26.02
1145; ABC; 13/2/2021; 5:50:41; 687597; 600; 6517; 137182; 6810; 175; 1016.25; 21.07; 24.92; -24.95
1146; ABC; 13/2/2021; 6:0:42; 688198; 600; 6621; 138745; 6913; 145; 1016.25; 21.07; 24.92; -24.95
1147; ABC; 13/2/2021; 6:10:43; 688798; 600; 6606; 137416; 7039; 172; 1016.09; 21.05; 24.26; -23.62
1148; ABC; 13/2/2021; 6:20:42; 689398; 600; 6679; 138169; 6986; 182; 1015.83; 21.05; 23.53; -21.43
1149; ABC; 13/2/2021; 6:30:42; 689998; 600; 6574; 137252; 6872; 175; 1015.83; 21.05; 23.53; -21.43
1150; ABC; 13/2/2021; 6:40:43; 690599; 600; 6800; 138307; 7041; 160; 1015.72; 21.06; 22.90; -20.54
1151; ABC; 13/2/2021; 6:50:44; 691199; 600; 6498; 138064; 6843; 164; 1015.72; 21.06; 22.90; -20.54
1152; ABC; 13/2/2021; 7:0:43; 691799; 600; 6722; 137579; 6717; 147; 1015.47; 21.06; 22.35; -18.43
1153; ABC; 13/2/2021; 7:10:43; 692399; 600; 6577; 138276; 6783; 156; 1015.47; 21.06; 22.35; -18.43
1154; ABC; 13/2/2021; 7:20:44; 693000; 600; 6738; 137948; 6822; 149; 1015.45; 21.06; 21.95; -18.29
1155; ABC; 13/2/2021; 7:30:45; 693600; 600; 6628; 138249; 6918; 149; 1015.38; 21.06; 21.85; -17.73
1156; ABC; 13/2/2021; 7:40:45; 694200; 600; 6694; 138029; 6764; 178; 1015.38; 21.06; 21.85; -17.73
1157; ABC; 13/2/2021; 7:50:44; 694800; 600; 6555; 137531; 6844; 159; 1015.05; 21.06; 21.86; -14.97
1158; ABC; 13/2/2021; 8:0:45; 695401; 600; 6703; 137219; 6821; 164; 1015.05; 21.06; 21.86; -14.97
1159; ABC; 13/2/2021; 8:10:46; 696001; 600; 6802; 137932; 6767; 160; 1015.09; 21.05; 22.00; -15.33
1160; ABC; 13/2/2021; 8:20:46; 696601; 600; 6730; 137668; 6828; 171; 1015.01; 21.04; 22.14; -14.60
1161; ABC; 13/2/2021; 8:30:45; 697201; 600; 6650; 137453; 6809; 159; 1015.01; 21.04; 22.14; -14.60
1162; ABC; 13/2/2021; 8:40:46; 697802; 600; 6600; 137930; 7113; 171; 1015.06; 21.03; 22.22; -15.05
1163; ABC; 13/2/2021; 8:50:47; 698402; 600; 6752; 137986; 6919; 180; 1015.06; 21.03; 22.22; -15.05
1164; ABC; 13/2/2021; 9:0:47; 699002; 600; 6728; 137609; 6875; 159; 1015.12; 21.02; 22.33; -15.60
1165; ABC; 13/2/2021; 9:10:46; 699602; 600; 6627; 139148; 7051; 177; 1014.96; 20.99; 22.47; -14.25
1166; ABC; 13/2/2021; 9:20:47; 700203; 600; 6569; 139801; 6849; 139; 1014.96; 20.99; 22.47; -14.25
1167; ABC; 13/2/2021; 9:30:48; 700803; 600; 6661; 139693; 7042; 161; 1014.99; 20.98; 22.68; -14.52
1168; ABC; 13/2/2021; 9:40:49; 701404; 600; 6702; 140341; 6945; 157; 1014.99; 20.98; 22.68; -14.52
1169; ABC; 13/2/2021; 9:50:49; 702004; 600; 6724; 140086; 6995; 176; 1015.03; 20.96; 22.95; -14.79
1170; ABC; 13/2/2021; 10:0:48; 702604; 600; 6756; 140420; 6841; 156; 1014.97; 20.94; 23.19; -14.35
1171; ABC; 13/2/2021; 10:10:49; 703204; 600; 6771; 140601; 6967; 178; 1014.97; 20.94; 23.19; -14.35
1172; ABC; 13/2/2021; 10:20:50; 703805; 600; 6822; 141328; 6919; 156; 1014.92; 20.92; 23.37; -13.90
1173; ABC; 13/2/2021; 10:30:50; 704405; 600; 6705; 140371; 7009; 171; 1014.92; 20.92; 23.37; -13.90
1174; ABC; 13/2/2021; 10:40:49; 705005; 600; 6674; 142301; 6780; 164; 1015.00; 20.90; 23.59; -14.57
1175; ABC; 13/2/2021; 10:50:50; 705606; 600; 6669; 141351; 6808; 181; 1015.00; 20.90; 23.59; -14.57
1176; ABC; 13/2/2021; 11:0:51; 706206; 600; 6736; 142351; 6944; 160; 1014.95; 20.89; 23.79; -14.12
1177; ABC; 13/2/2021; 11:10:51; 706806; 600; 6716; 142099; 6947; 146; 1014.93; 20.87; 23.98; -13.97
1178; ABC; 13/2/2021; 11:20:51; 707406; 600; 6701; 142523; 7019; 166; 1014.93; 20.87; 23.98; -13.97
1179; ABC; 13/2/2021; 11:30:51; 708007; 600; 6775; 143750; 7010; 178; 1015.11; 20.84; 24.22; -15.43
1180; ABC; 13/2/2021; 11:40:52; 708607; 600; 6694; 143720; 7112; 175; 1015.11; 20.84; 24.22; -15.43
1181; ABC; 13/2/2021; 11:50:52; 709207; 600; 6827; 143205; 7046; 190; 1014.99; 20.83; 24.44; -14.48
1182; ABC; 13/2/2021; 12:0:52; 709807; 600; 6794; 143394; 7036; 199; 1015.15; 20.84; 24.39; -15.80
1183; ABC; 13/2/2021; 12:10:53; 710408; 600; 6744; 143402; 7128; 198; 1015.15; 20.84; 24.39; -15.80
1184; ABC; 13/2/2021; 12:20:53; 711008; 600; 6723; 143307; 7026; 181; 1015.26; 20.84; 24.50; -16.70
1185; ABC; 13/2/2021; 12:30:53; 711608; 600; 6777; 142569; 7054; 155; 1015.26; 20.84; 24.50; -16.70
1186; ABC; 13/2/2021; 12:40:53; 712208; 600; 6717; 142741; 7094; 177; 1015.18; 20.84; 24.71; -16.06
1187; ABC; 13/2/2021; 12:50:54; 712809; 600; 6788; 143688; 7051; 163; 1014.96; 20.84; 24.94; -14.21
1188; ABC; 13/2/2021; 13:0:54; 713409; 600; 6650; 144568; 7039; 161; 1014.96; 20.84; 24.94; -14.21
1189; ABC; 13/2/2021; 13:10:54; 714009; 600; 6704; 144204; 7011; 157; 1015.03; 20.83; 25.16; -14.85
1190; ABC; 13/2/2021; 13:20:54; 714609; 600; 6655; 143907; 7185; 166; 1015.03; 20.83; 25.16; -14.85
1191; ABC; 13/2/2021; 13:30:55; 715210; 600; 6822; 143586; 7081; 177; 1014.89; 20.83; 25.26; -13.61
1192; ABC; 13/2/2021; 13:40:56; 715810; 600; 6675; 143868; 7134; 185; 1014.87; 20.83; 25.36; -13.49
1193; ABC; 13/2/2021; 13:50:55; 716410; 600; 6754; 143406; 7069; 166; 1014.87; 20.83; 25.36; -13.49
1194; ABC; 13/2/2021; 14:0:55; 717010; 600; 6731; 143264; 7222; 154; 1014.87; 20.82; 25.43; -13.50
1195; ABC; 13/2/2021; 14:10:56; 717611; 600; 6616; 143513; 6950; 155; 1014.87; 20.82; 25.43; -13.50
1196; ABC; 13/2/2021; 14:20:57; 718211; 600; 6727; 143341; 6919; 160; 1014.82; 20.82; 25.52; -13.07
1197; ABC; 13/2/2021; 14:30:57; 718812; 600; 6808; 144881; 6988; 168; 1014.63; 20.82; 25.60; -11.46
1198; ABC; 13/2/2021; 14:40:57; 719412; 600; 6776; 143999; 6976; 159; 1014.63; 20.82; 25.60; -11.46
1199; ABC; 13/2/2021; 14:50:57; 720012; 600; 6707; 143538; 7020; 152; 1014.47; 20.81; 25.67; -10.11
1200; ABC; 13/2/2021; 15:0:58; 720612; 600; 6760; 143830; 6983; 151; 1014.47; 20.81; 25.67; -10.11
1201; ABC; 13/2/2021; 15:10:59; 721213; 600; 6785; 145007; 7081; 181; 1014.17; 20.80; 25.69; -7.67
1202; ABC; 13/2/2021; 15:20:58; 721813; 600; 6738; 144789; 7039; 205; 1014.17; 20.80; 25.69; -7.67
1203; ABC; 13/2/2021; 15:30:58; 722413; 600; 6697; 144948; 7135; 182; 1014.15; 20.79; 25.72; -7.52
1204; ABC; 13/2/2021; 15:40:59; 723013; 600; 6812; 144837; 7052; 173; 1014.24; 20.78; 25.75; -8.21
1205; ABC; 13/2/2021; 15:51:0; 723614; 600; 6855; 145107; 7175; 175; 1014.24; 20.78; 25.75; -8.21
1206; ABC; 13/2/2021; 16:0:59; 724214; 600; 6699; 144326; 7093; 175; 1014.05; 20.78; 25.80; -6.68
1207; ABC; 13/2/2021; 16:10:59; 724814; 600; 6769; 144890; 6898; 155; 1014.05; 20.78; 25.80; -6.68
1208; ABC; 13/2/2021; 16:21:0; 725414; 600; 6651; 144512; 7049; 179; 1013.97; 20.77; 25.81; -5.96
1209; ABC; 13/2/2021; 16:31:1; 726015; 600; 6857; 145408; 7058; 177; 1013.80; 20.76; 25.81; -4.58
1210; ABC; 13/2/2021; 16:41:0; 726615; 600; 6761; 144660; 7013; 173; 1013.80; 20.76; 25.81; -4.58
1211; ABC; 13/2/2021; 16:51:0; 727215; 600; 6644; 144890; 6993; 166; 1013.55; 20.74; 25.82; -2.50
1212; ABC; 13/2/2021; 17:1:1; 727815; 600; 6742; 146225; 7006; 156; 1013.55; 20.74; 25.82; -2.50
1213; ABC; 13/2/2021; 17:11:2; 728416; 600; 6782; 146916; 7103; 185; 1013.40; 20.72; 25.82; -1.22
1214; ABC; 13/2/2021; 17:21:2; 729016; 600; 6810; 146681; 7173; 170; 1013.20; 20.72; 25.79; 0.44
1215; ABC; 13/2/2021; 17:31:1; 729616; 600; 6786; 146847; 7024; 171; 1013.20; 20.72; 25.79; 0.44
1216; ABC; 13/2/2021; 17:41:2; 730216; 600; 6771; 146398; 6981; 144; 1013.00; 20.73; 25.77; 2.10
1217; ABC; 13/2/2021; 17:51:3; 730817; 600; 6800; 146123; 7065; 172; 1013.00; 20.73; 25.77; 2.10
1218; ABC; 13/2/2021; 18:1:3; 731417; 600; 6824; 147029; 7094; 176; 1012.91; 20.74; 25.73; 2.81
1219; ABC; 13/2/2021; 18:11:2; 732017; 600; 6682; 146539; 7058; 191; 1012.81; 20.74; 25.70; 3.70
1220; ABC; 13/2/2021; 18:21:3; 732618; 600; 6719; 146336; 7200; 163; 1012.81; 20.74; 25.70; 3.70
1221; ABC; 13/2/2021; 18:31:4; 733218; 600; 6761; 146087; 7149; 157; 1012.71; 20.74; 25.65; 4.46
1222; ABC; 13/2/2021; 18:41:4; 733818; 600; 6822; 146167; 7017; 178; 1012.71; 20.74; 25.65; 4.46
1223; ABC; 13/2/2021; 18:51:3; 734418; 600; 6640; 146356; 7008; 165; 1012.62; 20.74; 25.63; 5.27
1224; ABC; 13/2/2021; 19:1:4; 735019; 600; 6742; 146273; 7253; 156; 1012.62; 20.74; 25.63; 5.27
1225; ABC; 13/2/2021; 19:11:5; 735619; 600; 6867; 145758; 7203; 167; 1012.38; 20.72; 25.61; 7.28
1226; ABC; 13/2/2021; 19:21:5; 736219; 600; 6954; 146096; 7049; 170; 1012.31; 20.73; 25.60; 7.84
1227; ABC; 13/2/2021; 19:31:5; 736819; 600; 6759; 146369; 7274; 187; 1012.31; 20.73; 25.60; 7.84
